County_Name,Date,Hourly_Dry_Bulb_Temperature
Bernalillo_County,2015-01-01T00:15:00,16.0
Bernalillo_County,2015-01-01T00:35:00,15.0
Bernalillo_County,2015-01-01T00:55:00,15.0
Bernalillo_County,2015-01-01T01:15:00,15.0
Bernalillo_County,2015-01-01T01:35:00,16.0
Bernalillo_County,2015-01-01T02:15:00,19.0
Bernalillo_County,2015-01-01T02:35:00,19.0
Bernalillo_County,2015-01-01T02:55:00,19.0
Bernalillo_County,2015-01-01T03:15:00,19.0
Bernalillo_County,2015-01-01T03:35:00,19.0
Bernalillo_County,2015-01-01T03:55:00,18.0
Bernalillo_County,2015-01-01T04:15:00,18.0
Bernalillo_County,2015-01-01T04:35:00,19.0
Bernalillo_County,2015-01-01T05:55:00,19.0
Bernalillo_County,2015-01-01T06:53:00,19.0
Bernalillo_County,2015-01-01T07:50:00,19.0
Bernalillo_County,2015-01-01T08:49:00,21.0
Bernalillo_County,2015-01-01T09:48:00,23.0
Bernalillo_County,2015-01-01T10:49:00,23.0
Bernalillo_County,2015-01-01T11:51:00,25.0
Bernalillo_County,2015-01-01T12:46:00,25.0
Bernalillo_County,2015-01-01T13:51:00,27.0
Bernalillo_County,2015-01-01T14:48:00,28.0
Bernalillo_County,2015-01-01T15:46:00,30.0
Bernalillo_County,2015-01-01T16:47:00,27.0
Bernalillo_County,2015-01-01T17:47:00,21.0
Bernalillo_County,2015-01-01T18:48:00,18.0
Bernalillo_County,2015-01-01T19:48:00,18.0
Bernalillo_County,2015-01-01T20:48:00,18.0
Bernalillo_County,2015-01-01T20:51:00,18.0
Bernalillo_County,2015-01-01T21:15:00,19.0
Bernalillo_County,2015-01-01T21:35:00,19.0
Bernalillo_County,2015-01-01T21:47:00,18.0
Bernalillo_County,2015-01-01T21:55:00,19.0
Bernalillo_County,2015-01-01T22:15:00,18.0
Bernalillo_County,2015-01-01T22:35:00,18.0
Bernalillo_County,2015-01-01T22:55:00,20.0
Bernalillo_County,2015-01-01T23:15:00,17.0
Bernalillo_County,2015-01-01T23:35:00,17.0
Bernalillo_County,2015-01-01T23:55:00,15.0
Bernalillo_County,2015-01-02T00:15:00,15.0
Bernalillo_County,2015-01-02T00:35:00,15.0
Bernalillo_County,2015-01-02T00:55:00,14.0
Bernalillo_County,2015-01-02T01:15:00,17.0
Bernalillo_County,2015-01-02T01:35:00,17.0
Bernalillo_County,2015-01-02T01:55:00,16.0
Bernalillo_County,2015-01-02T02:15:00,16.0
Bernalillo_County,2015-01-02T02:35:00,18.0
Bernalillo_County,2015-01-02T02:55:00,18.0
Bernalillo_County,2015-01-02T03:35:00,19.0
Bernalillo_County,2015-01-02T03:55:00,19.0
Bernalillo_County,2015-01-02T04:15:00,19.0
Bernalillo_County,2015-01-02T04:35:00,19.0
Bernalillo_County,2015-01-02T05:55:00,18.0
Bernalillo_County,2015-01-02T06:49:00,18.0
Bernalillo_County,2015-01-02T07:48:00,18.0
